为什么	wsm
酸雨	sryu
酸枣	srzk
算作	srzo
随随便便	ssbb
怂包	ssbk
送报	ssbk
松柏	ssbl
松绑	ssbh
送别	ssbx
四散奔逃	ssbt
宋词	ssci
颂词	ssci
送错	ssco
送达	ssda
送到	ssdk
宋代	ssdl
三四点	ssdm
送电	ssdm
松动	ssds
诵读	ssdu
三思而行	ssex
三思而后行	ssex
瑟瑟发抖	ssfd
四四方方	ssff
送风	ssfg
随俗浮沉	ssfi
送饭	ssfj
三四分钟	ssfv
颂歌	ssge
松果	ssgo
三四个人	ssgr
送股	ssgu
送给	ssgz
三四个月	ssgy
送货	ssho
送还	sshr
送回	sshv
送花	sshw
松花	sshw
宋朝	ssik
松弛	ssii
送出	ssiu
送进	ssjn
松紧	ssjn
松劲	ssjn
三色堇	ssjn
诵经	ssjy
宋江	ssjd
松江	ssjd
送检	ssjm
耸耸肩	ssjm
耸肩	ssjm
送交	ssjc
松开	sskl
送客	sske
搜索枯肠	sski
松松垮垮	sskk
松垮	sskw
松口	sskb
松林	ssln
送来	ssll
三三两两	ssll
丝丝缕缕	ssll
送了	ssle
送礼	ssli
耸立	ssli
送灵	ssly
宋辽	sslc
送命	ssmy
嵩明	ssmy
松木	ssmu
松嫩	ssnf
送你	ssni
三四年	ssnm
碎碎念	ssnm
岁岁年年	ssnn
岁岁年年人不同	ssnt
岁岁平安	sspa
送配	sspz
送亲	ssqn
送气	ssqi
松气	ssqi
送钱	ssqm
松球	ssqq
诉讼权	ssqr
送去	ssqu
送人	ssrf
悚然	ssrj
丝丝入扣	ssrk
松软	ssrr
松茸	ssrs
送入	ssru
送丧	sssh
送死	sssi
松散	sssj
松松	ssss
松松散散	ssss
所思所想	sssx
松涛	sstk
松桃	sstk
宋体	ssti
耸听	ssty
三四天	sstm
松脱	ssto
酸酸甜甜	sstt
松土	sstu
送审	ssuf
送上	ssuh
三四十	ssui
宋史	ssui
嵩山	ssuj
松山	ssuj
送爽	ssud
三四十岁	ssus
松鼠	ssuu
松树	ssuu
送水	ssuv
松手	ssub
松针	ssvf
送至	ssvi
松脂	ssvi
送站	ssvj
送终	ssvs
诉讼中	ssvs
松竹	ssvu
送往	sswh
送我	sswo
斯斯文文	ssww
送信	ssxn
松心	ssxn
三岁小孩都知道	ssxd
松香	ssxd
三岁小儿	ssxe
三岁小孩	ssxh
送行	ssxy
松懈	ssxx
松下	ssxw
送药	ssyk
三四月份	ssyf
颂扬	ssyh
送医	ssyi
搜索引擎	ssyq
怂恿	ssys
虽死犹生	ssyu
送葬	sszh
松子	sszi
颂赞	sszj
松嘴	sszv
送走	sszb
四通八达	stbd
四体不勤	stbq
三天打鱼	stdy
斯坦福大学	stfx
三堂会审	sthu
撒腿就跑	stjp
斯图加特	stjt
酸甜可口	stkk
酸甜苦辣	stkl
酸甜苦辣咸	stkx
三头六臂	stlb
三天两头	stlt
三条路	stlu
桑塔纳	stna
随他去吧	stqb
随他去	stqu
缩头缩脑	stsn
酸痛酸痛	stst
三天三夜说不完	stsw
四条腿	sttv
扫堂腿	sttv
缩头乌龟	stwg
三台县	stxm
扫榻相迎	stxy
扫榻以待	styd
色衰爱弛	suai
撒手不管	subg
四十不惑	subh
四时八节	subj
酥饼	suby
素材	sucl
素菜	sucl
素餐	sucj
酥脆	sucv
苏打	suda
速递	sudi
宿敌	sudi
苏丹	sudj
丧失殆尽	sudj
三十多年	sudn
速冻	suds
苏俄	suee
似是而非	suef
三十而立	suel
撒手而去	sueq
塞舌尔	suer
三十二	suer
四十二	suer
塑封	sufg
随声附和	sufh
苏方	sufh
素服	sufu
塑钢	sugh
速干	sugj
三十功名尘与土	sugt
私设公堂	sugt
速归	sugv
苏杭	suhh
三十好几	suhj
私生活	suho
速回	suhv
俗话	suhw
速滑	suhw
色授魂与	suhy
速查	suia
俗称	suig
速成	suig
塑成	suig
三十出头	suit
宿仇	suib
速记	suji
肃静	sujy
塑胶	sujc
三十几岁	sujs
速决	sujt
俗家	sujw
诉苦	suku
素来	sull
肃立	suli
三十六计	sulj
苏联	sulm
塑料	sulc
似水流年	suln
三十来岁	suls
速录	sulu
速率	sulv
酥麻	suma
送上门	sumf
宿命	sumy
俗名	sumy
送上门来	suml
素面	summ
素描	sumc
塑膜	sumo
肃穆	sumu
三十年河东	sund
三十年代	sund
似水年华	sunh
随手拈来	sunl
俗念	sunm
三十年	sunm
私生女	sunv
素女	sunv
三十年河西	sunx
搔首弄姿	sunz
速配	supz
俗气	suqi
三十七	suqi
四十七	suqi
肃清	suqy
诉求	suqq
速去	suqu
苏区	suqu
俗人	surf
撒手人寰	surh
素日	suri
苏日	suri
肃然	surj
似水柔情	surq
酥软	surr
速溶	surs
酥肉	surb
随时随地	susd
素色	suse
缩手缩脚	susj
三十三	susj
四十三	susj
速算	susr
诉讼	suss
速速	susu
簌簌	susu
三十岁	susv
四十岁	susv
俗套	sutk
酥糖	suth
随身听	suty
四世同堂	sutt
肃杀	suua
宿舍	suue
速射	suue
塑身	suuf
速胜	suug
素食	suui
俗世	suui
苏轼	suui
诉说	suuo
素数	suuu
苏浙	suve
苏辙	suve
素质	suvi
三熟制	suvi
速战	suvj
诉诸	suvu
宿主	suvu
苏州	suvb
素闻	suwf
四书五经	suwj
所剩无几	suwj
三十万	suwj
四十万	suwj
死水微澜	suwl
四舍五入	suwr
俗物	suwu
三十五	suwu
四十五	suwu
苏武	suwu
宿务	suwu
素心	suxn
随身携带	suxd
塑像	suxd
苏醒	suxy
随师学艺	suxy
塑性	suxy
速效	suxc
苏绣	suxq
酥胸	suxs
素雅	suya
夙夜	suye
素颜	suyj
俗艳	suyj
宿营	suyy
夙愿	suyr
宿愿	suyr
溯源	suyr
俗语	suyu
粟裕	suyu
三生有幸	suyx
素有	suyb
酥油	suyb
塑造	suzk
私生子	suzi
宿醉	suzv
所知不多	svbd
四肢百骸	svbh
随笔	svbi
随便	svbm
死猪不怕开水烫	svbt
碎步	svbu
碎布	svbu
虽不	svbu
随从	svcs
隧道	svdk
随带	svdl
隋代	svdl
随地	svdi
隧洞	svds
随队	svdv
随之而来	svel
四肢发达	svfd
随风	svfg
随访	svfh
随感	svgj
丝竹管弦	svgx
虽好	svhk
随和	svhe
碎花	svhw
绥化	svhw
随后	svhb
隋朝	svik
随车	svie
随处	sviu
岁出	sviu
随机	svji
随即	svji
绥靖	svjy
虽经	svjy
三贞九烈	svjl
随军	svjp
碎块	svky
随口	svkb
碎了	svle
岁了	svle
碎裂	svlx
岁末	svmo
岁暮	svmu
酸枝木	svmu
虽能	svng
随你	svni
碎片	svpm
三战全胜	svqu
虽然	svrj
岁入	svru
速战速决	svsj
岁岁	svsv
随他	svta
隋唐	svth
随同	svts
随身	svuf
随时	svui
碎石	svui
虽是	svui
苏州市	svui
孙中山	svuj
虽说	svuo
随手	svub
随着	svve
随之	svvi
死者为大	svwd
四肢无力	svwl
诉诸武力	svwl
随我	svwo
虽无	svwu
虽未	svwz
四周围	svwz
随心	svxn
遂心	svxn
随喜	svxi
遂溪	svxi
随行	svxy
随想	svxd
虽小	svxc
碎屑	svxx
碎银	svyn
随意	svyi
馊主意	svyi
遂意	svyi
虽已	svyi
随缘	svyr
遂愿	svyr
随员	svyr
岁月	svyt
虽有	svyb
虽则	svze
随葬	svzh
碎嘴	svzv
斯文败类	swbl
四五点	swdm
塞翁得马	swdm
思维导图	swdt
思维定势	swdu
死无对证	swdv
思维方式	swfu
三五分钟	swfv
四五个人	swgr
四五个月	swgy
所为何来	swhl
所为何事	swhu
三五好友	swhy
三五成群	swiq
俗务缠身	swiu
酸文假醋	swjc
肆无忌惮	swjd
孙悟空	swks
死亡率	swlv
素未谋面	swmm
思维模式	swmu
四五年	swnm
三五年	swnm
死无全尸	swqu
斯文扫地	swsd
四五岁	swsv
四五天	swtm
三五天	swtm
四五十	swui
斯威士兰	swul
塞翁失马	swum
四五十岁	swus
算无遗策	swyc
四五月份	swyf
送往迎来	swyl
所谓伊人	swyr
三位一体	swyt
三文鱼	swyu
死无葬身之地	swzd
死性不改	sxbg
丧心病狂	sxbk
素袖藏金	sxcj
三心二意	sxey
似笑非笑	sxfx
三线城市	sxiu
三星级	sxji
四星级	sxji
思想境界	sxjj
思想家	sxjw
撕心裂肺	sxlf
私下里	sxli
三下两下	sxlx
三心两意	sxly
所向披靡	sxpm
思乡情切	sxqq
思贤如渴	sxrk
随心所欲	sxsy
死心塌地	sxtd
三小时	sxui
私相授受	sxuu
思想准备	sxvb
算下账	sxvh
所向无敌	sxwd
三下五除二	sxwe
思绪万千	sxwq
四下无人	sxwr
三省吾身	sxwu
色香味	sxwz
思想性	sxxy
死心眼	sxyj
夙兴夜寐	sxym
私心杂念	sxzn
死于安乐	syal
孙膑	spbn
四野八荒	sybh
四仰八叉	sybi
森严壁垒	sybl
死一边去	sybq
岁月不饶人	sybr
虽远必诛	sybv
三月不知肉味	sybw
所言不虚	sybx
宿雨餐风	sycf
私有财产	syci
岁月催人老	sycl
岁月蹉跎	syct
所以动心忍性	sydx
随遇而安	syea
孙儿	sper
肆意而为	syew
三月份	syff
四月份	syff
塞牙缝	syfg
死于非命	syfm
所言非虚	syfx
笋干	spgj
笋瓜	spgw
损耗	sphk
损害	sphl
损坏	sphy
损毁	sphv
私有化	syhw
岁月静好	syjh
笋尖	spjm
所言极是	syju
松一口气	sykq
三阳开泰	sykt
三言两语	syly
死也瞑目	symm
死要面子	symz
所以呢	syne
所有权	syqr
私营企业	syqy
损人	sprf
所以然	syrj
岁月如流	syrl
岁月荏苒	syrr
岁月如梭	syrs
似有若无	syrw
扫一扫	sysk
似有似无	sysw
孙孙	spsp
死丫头	sytb
损伤	spuh
损失	spui
所以说呢	syun
所以说	syuo
所有制	syvi
私有制	syvi
岁月峥嵘	syvr
岁月无情	sywq
孙武	spwu
孙吴	spwu
肆意妄为	syww
死亦为鬼雄	sywx
随意性	syxy
死有余辜	syyg
损益	spyi
扫一眼	syyj
损友	spyb
夙夜在公	syzg
孙子	spzi
孙子兵法	szbf
三灾八难	szbn
搜捕	sbbu
所在地	szdi
三足鼎立	szdl
搜房	sbfh
搜刮	sbgw
搜狗	sbgb
搜狐	sbhu
三八红旗手	sbhu
搜查	sbia
搜出	sbiu
三字经	szjy
搜缴	sbjc
搜救	sbjq
死罪可免	szkm
搜罗	sblo
搜索	sbso
所作所为	szsw
色字头上一把刀	sztd
搜身	sbuf
馊味	sbwz
搜寻	sbxp
嗓子眼	szyj
四则运算	szys
拓本	tabf
踏板	tabj
踏遍	tabm
他便	tabm
她便	tabm
凸凹不平	tabp
踏步	tabu
他不	tabu
它不	tabu
她不	tabu
他的	tade
她的	tade
它的	tade
塔顶	tady
塔吊	tadc
他懂	tads
他都	tadb
挞伐	tafa
塌方	tafh
他方	tafh
他该	tagl
他敢	tagj
他好	tahk
他还	tahl
她还	tahl
他行	tahh
他会	tahv
她会	tahv
踏出	taiu
他处	taiu
踏春	taip
踏进	tajn
他将	tajd
她将	tajd
它将	tajd
塔尖	tajm
他就	tajq
她就	tajq
它就	tajq
他家	tajw
他可	take
她可	take
它可	take
踏空	taks
塔林	taln
他来	tall
太矮了	tale
塌了	tale
踏浪	talh
他力	tali
塌落	talo
他俩	talw
她俩	talw
塔楼	talb
他妈	tama
他们	tamf
它们	tamf
她们	tamf
天安门	tamf
他能	tang
她能	tang
它能	tang
拓片	tapm
踏破	tapo
踏青	taqy
塔桥	taqc
他人	tarf
他日	tari
踏入	taru
铁案如山	taru
他所	taso
她所	taso
塔台	tatl
它途	tatu
他杀	taua
塔身	tauf
踏上	tauh
踏实	taui
他是	taui
她是	taui
它是	taui
塔式	taui
踏着	tave
他这	tave
他只	tavi
他为	tawz
她为	tawz
它为	tawz
他乡	taxd
他想	taxd
她想	taxd
塌陷	taxm
他先	taxm
她先	taxm
他嫌	taxm
踏雪	taxt
拓印	tayn
他因	tayn
她因	tayn
他要	tayk
她要	tayk
它要	tayk
他也	taye
她也	taye
它意	tayi
他以	tayi
她已	tayi
他已	tayi
它以	tayi
它已	tayi
他用	tays
她用	tays
它用	tays
他在	tazl
她在	tazl
它在	tazl
踏足	tazu
投案自首	tazu
挺不错的	tbcd
坦白从宽	tbck
挺不错	tbco
投笔从戎	tbcr
听不到	tbdk
偷盗	tbdk
螳臂当车	tbdi
投递	tbdi
透底	tbdi
投敌	tbdi
坦白地讲	tbdj
投弹	tbdj
天崩地裂	tbdl
头戴	tbdl
听不懂	tbds
太不懂事	tbdu
偷渡	tbdu
天崩地陷	tbdx
填饱肚子	tbdz
通不过	tbgo
逃不过	tbgo
透过	tbgo
透不过气	tbgq
推杯换盏	tbhv
听不出来	tbil
听不出	tbiu
透出	tbiu
投出	tbiu
太不讲究	tbjj
听不见	tbjm
天不假年	tbjn
头巾	tbjn
听不进	tbjn
投进	tbjn
听不进去	tbjq
太白金星	tbjx
头把交椅	tbjy
头颈	tbjy
透镜	tbjy
添兵减灶	tbjz
脱不开身	tbku
太棒了	tble
偷了	tble
透了	tble
挑拨离间	tblj
偷懒	tblj
投篮	tblj
谈不拢	tbls
土八路	tblu
透露	tblu
头颅	tblu
脱不了干系	tblx
偷猎	tblx
天不怕	tbpa
天不怕地不怕	tbpp
通报批评	tbpp
听不清楚	tbqi
提不起	tbqi
透气	tbqi
听不清	tbqy
偷情	tbqy
抬不起头	tbqt
挺不容易	tbry
退避三舍	tbsu
投诉	tbsu
推本溯源	tbsy
天不遂人愿	tbsy
疼不疼	tbtg
头疼	tbtg
天兵天将	tbtj
听不听	tbty
偷听	tbty
同不同意	tbty
听不太清	tbtq
痛不痛	tbts
头痛	tbts
头版头条	tbtt
同班同学	tbtx
谈不上	tbuh
头上	tbuh
铁布衫	tbuj
恬不知耻	tbvi
透支	tbvi
铜版纸	tbvi
投掷	tbvi
推波助澜	tbvl
土崩瓦解	tbwj
提笔忘字	tbwz
头尾	tbwz
同胞兄弟	tbxd
头像	tbxd
投降	tbxd
投向	tbxd
太不像话	tbxh
同病相怜	tbxl
特别行政区	tbxq
逃避现实	tbxu
头绪	tbxu
太不小心	tbxx
头屑	tbxx
铁板一块	tbyk
投药	tbyk
痛不欲生	tbyu
天不作美	tbzm
淘宝	tkbk
痛苦不堪	tkbk
逃避	tkbi
逃兵	tkby
陶瓷	tkci
套餐	tkcj
逃窜	tkcr
天材地宝	tcdb
挑逗	tcdb
逃到	tkdk
天残地缺	tcdq
逃遁	tkdp
讨伐	tkfa
逃犯	tkfj
讨饭	tkfj
套服	tkfu
叨光	tkgd
逃过	tkgo
陶罐	tkgr
套管	tkgr
讨好	tkhk
逃荒	tkhd
图财害命	tchm
讨还	tkhr
桃红	tkhs
讨回	tkhv
套汇	tkhv
逃回	tkhv
桃花	tkhw
套话	tkhw
逃婚	tkhp
讨吃	tkii
绦虫	tkis
掏出	tkiu
淘金	tkjn
掏尽	tkjn
套间	tkjm
套件	tkjm
讨教	tkjc
逃缴	tkjc
讨价	tkjw
逃课	tkke
掏空	tkks
桃林	tkln
套牢	tklk
听错了	tcle
挑了	tcle
跳了	tcle
陶乐	tkle
太快了	tkle
逃了	tkle
逃离	tkli
桃李	tkli
韬略	tklt
痛哭流涕	tklt
套路	tklu
摊开来说	tklu
讨论	tklp
淘米	tkmi
逃命	tkmy
掏摸	tkmo
逃匿	tkni
逃难	tknj
逃跑	tkpk
糖醋排骨	tcpg
讨平	tkpy
逃票	tkpc
套票	tkpc
淘气	tkqi
叹口气	tkqi
陶器	tkqi
掏钱	tkqm
陶潜	tkqm
讨巧	tkqc
套圈	tkqr
套取	tkqu
套裙	tkqp
叨扰	tkrk
讨饶	tkrk
桃仁	tkrf
天从人愿	tcry
桃色	tkse
滔滔	tktk
淘汰	tktl
滔天	tktm
逃脱	tkto
饕餮	tktx
陶土	tktu
逃生	tkug
套上	tkuh
套衫	tkuj
套杉	tkuj
桃树	tkuu
逃税	tkuv
讨债	tkvl
套着	tkve
讨账	tkvh
套装	tkvd
套住	tkvu
逃亡	tkwh
逃往	tkwh
掏心	tkxn
淘洗	tkxi
桃杏	tkxy
套现	tkxm
讨嫌	tkxm
逃学	tkxt
讨要	tkyk
陶冶	tkye
逃逸	tkyi
讨厌	tkyj
桃园	tkyr
桃源	tkyr
套用	tkys
套语	tkyu
套在	tkzl
桃子	tkzi
套子	tkzi
讨贼	tkzz
逃走	tkzb
太矮	tlai
抬爱	tlai
谈恋爱	tlai
台胞	tlbk
太保	tlbk
太白	tlbl
太笨	tlbf
天地不仁以万物为刍狗	tdbg
台币	tlbi
螳螂捕蝉	tlbi
天地不容	tdbr
太不	tlbu
台布	tlbu
台步	tlbu
台北	tlbz
头等舱	tdch
台词	tlci
太惨	tlcj
太粗	tlcu
太大	tlda
泰达	tlda
台灯	tldg
太低	tldi
太淡	tldj
头都大了	tddl
太多	tldo
太短	tldr
台东	tlds
胎动	tlds
态度	tldu
台独	tldu
泰斗	tldb
胎儿	tler
胎发	tlfa
台风	tlfg
太烦	tlfj
吐鲁番	tlfj
铁路分局	tlfj
偷得浮生半日闲	tdfx
太高	tlgk
抬高	tlgk
讨论稿	tlgk
抬杠	tlgh
太广	tlgd
泰国	tlgo
太过	tlgo
太公	tlgs
太古	tlgu
太谷	tlgu
太贵	tlgv
太好	tlhk
台海	tlhl
挺厉害	tlhl
涕泪横流	tlhl
太狠	tlhf
太行	tlhh
太坏	tlhy
跳到黄河洗不清	tdhq
太湖	tlhu
太黑	tlhz
通力合作	tlhz
天妒红颜	tdhy
太后	tlhb
太差	tlia
太吵	tlik
台秤	tlig
太长	tlih
太迟	tlii
推倒重来	tdil
天道酬勤	tdiq
抬出	tliu
太丑	tlib
太近	tljn
太紧	tljn
太极	tlji
拖拉机	tlji
拖拉机厂	tlji
胎记	tlji
贪多嚼不烂	tdjl
太监	tljm
台鉴	tljm
胎教	tljc
台阶	tljx
太久	tljq
抬举	tlju
铁路局	tlju
抬价	tljw
太君	tljp
台军	tljp
泰康	tlkh
脱离苦海	tlkh
太康	tlkh
太快	tlky
太狂	tlkd
太宽	tlkr
太空	tlks
太苦	tlku
太困	tlkp
脱了裤子放屁	tlkp
太老	tllk
太多了	tdle
提到了	tdle
太冷	tllg
太郎	tllh
台历	tlli
太懒	tllj
太烂	tllj
挑大梁	tdld
天打雷劈	tdlp
太乱	tllr
太累	tllz
天地良心	tdlx
太猛	tlmg
台盟	tlmg
太忙	tlmh
塔里木河	tlmh
太慢	tlmj
台面	tlmm
太庙	tlmc
太美	tlmz
太难	tlnj
台南	tlnj
太浓	tlns
太胖	tlph
胎盘	tlpj
太平	tlpy
太婆	tlpo
抬起	tlqi
太奇	tlqi
探雷器	tlqi
提得起	tdqi
太轻	tlqy
太强	tlqd
太浅	tlqm
台前	tlqm
台钳	tlqm
台球	tlqq
天朗气清	tlqq
泰拳	tlqr
太穷	tlqs
舔犊情深	tdqu
坦荡如砥	tdrd
太热	tlre
泰然	tlrj
太弱	tlro
太软	tlrr
太死	tlsi
托拉斯	tlsi
苔丝	tlsi
痛定思痛	tdst
太岁	tlsv
太太	tltl
讨论讨论	tltl
天地同寿	tdtu
抬腿	tltv
推了推	tltv
抬头	tltb
太傻	tlua
太少	tluk
太深	tluf
太甚	tluf
抬升	tlug
台上	tluh
台商	tluh
谈得上	tduh
台式	tlui
态势	tlui
太师	tlui
泰式	tlui
泰山	tluj
脱离实际	tluj
停留时间	tluj
荼毒生灵	tdul
太瘦	tlub
抬手	tlub
太守	tlub
太窄	tlvl
天伦之乐	tlvl
天地之间	tdvj
同道中人	tdvr
太重	tlvs
台中	tlvs
泰铢	tlvu
天籁之声	tlvu
台州	tlvb
泰州	tlvb
贪多务得	tdwd
天打五雷轰	tdwh
台湾	tlwj
太晚	tlwj
铜锣湾	tlwj
胎位	tlwz
太尉	tlwz
台位	tlwz
贪得无厌	tdwy
天地玄黄	tdxh
太想	tlxd
同类项	tlxd
苔藓	tlxm
铁路线	tlxm
太小	tlxc
太学	tlxt
太虚	tlxu
袒露心声	tlxu
台下	tlxw
天底下	tdxw
胎压	tlya
太阴	tlyn
天妒英才	tdyc
太爷	tlye
太阳	tlyh
太医	tlyi
陀螺仪	tlyi
特洛伊	tlyi
抬眼	tlyj
疼得要命	tdym
太原	tlyr
太远	tlyr
疼得要死	tdys
泰语	tlyu
铁路运输	tlyu
台语	tlyu
挑灯夜战	tdyv
太脏	tlzh
太子	tlzi
捅娄子	tlzi
台资	tlzi
台子	tlzi
添丁增口	tdzk
太宗	tlzs
太祖	tlzu
抬走	tlzb
特别	tebx
听而不闻	tebw
痛而不言	teby
特此	teci
特大	teda
特等	tedg
特地	tedi
特定	tedy
特点	tedm
拖儿带女	tedn
特稿	tegk
特告	tegk
特钢	tegh
特工	tegs
推而广之	tegv
特好	tehk
特护	tehu
天鹅湖	tehu
堂而皇之	tehv
特差	teia
特称	teig
特长	teih
特产	teij
特出	teiu
特级	teji
特技	teji
特辑	teji
特急	teji
特警	tejy
特教	tejc
退而结网	tejw
特价	tejw
特刊	tekj
特快	teky
特困	tekp
特来	tell
特例	teli
特卖	teml
特么	teme
特聘	tepn
特派	tepl
特批	tepi
特勤	teqn
退而求其次	teqc
土耳其	teqi
特强	teqd
特遣	teqm
特权	teqr
特区	tequ
天鹅肉	terb
特色	tese
托儿所	teso
特赦	teue
特设	teue
特使	teui
特殊	teuu
特首	teub
特瘦	teub
特招	tevk
特征	tevg
特质	tevi
特制	tevi
特指	tevi
特种	tevs
特准	tevp
特务	tewu
特为	tewz
特性	texy
特向	texd
特效	texc
特许	texu
特需	texu
特训	texp
特邀	teyk
特意	teyi
特异	teyi
特约	teyt
特有	teyb
特优	teyb
铤而走险	tezx
挺方便的	tfbd
挺方便	tfbm
通风报信	tfbx
天翻地覆	tfdf
通风管	tfgr
头发长见识短	tfid
徒费唇舌	tfiu
太费劲	tfjn
挑肥拣瘦	tfju
听风就是雨	tfjy
图费口舌	tfku
太烦了	tfle
条分缕析	tflx
突飞猛进	tfmj
突发奇想	tfqx
听风是雨	tfuy
天府之国	tfvg
铁饭碗	tfwj
土匪窝	tfwo
突发性	tfxy
徒费心神	tfxu
天赋异禀	tfyb
同父异母	tfym
天方夜谭	tfyt
疼爱	tgai
台港澳	tgao
同工不同酬	tgbi
藤编	tgbm
天公不作美	tgbm
天公地道	tgdd
提高到一个新的阶段	tgdd
天高地厚	tgdh
天罡地煞	tgdu
天干地支	tgdv
天高地远	tgdy
泰戈尔	tger
太过分	tgff
太过分了	tgfl
腾飞	tgfz
同甘共苦	tggk
头盖骨	tggu
天高海阔	tghk
退耕还林	tghl
誊抄	tgik
腾出	tgiu
铁公鸡	tgji
偷工减料	tgjl
藤椒	tgjc
提高警惕	tgjt
藤甲	tgjw
提高觉悟	tgjw
腾空	tgks
太贵了	tgle
提供了	tgle
通过了	tgle
谈古论今	tglj
藤萝	tglo
腾龙	tgls
唐古拉山	tglu
誊录	tglu
天刚蒙蒙亮	tgml
腾挪	tgno
吐故纳新	tgnx
弹钢琴	tgqn
痛改前非	tgqf
腾起	tgqi
通个气	tgqi
誊清	tgqy
提纲挈领	tgql
藤桥	tgqc
藤球	tgqq
天高气爽	tgqu
天高任鸟飞	tgrf
腾让	tgrh
替古人担忧	tgry
腾腾	tgtg
同工同酬	tgti
藤条	tgtc
疼痛	tgts
讨个说法	tguf
铁骨铮铮	tgvv
藤蔓	tgwj
贪官污吏	tgwl
天干物燥	tgwz
体改委	tgwz
特古西加尔巴	tgxb
疼惜	tgxi
提个醒	tgxy
提高效益	tgxy
誊写	tgxx
通过学习	tgxx
弹冠相庆	tgxq
腾讯	tgxp
铁观音	tgyn
誊印	tgyn
天高云淡	tgyd
涂改液	tgye
天各一方	tgyf
韬光养晦	tgyh
藤椅	tgyi
同归于尽	tgyj
同工异曲	tgyq
腾跃	tgyt
腾越	tgyt
天公作美	tgzm
汤包	thbk
天花板	thbj
溏便	thbm
倘不	thbu
蜕化变质	thbv
搪瓷	thci
糖醋	thcu
天昏地暗	thda
唐代	thdl
天荒地老	thdl
天寒地冻	thdd
堂弟	thdi
土皇帝	thdi
烫发	thfa
糖分	thff
糖份	thff
醍醐灌顶	thgd
汤羹	thgg
糖苷	thgj
偷换概念	thgn
糖果	thgo
糖罐	thgr
塘沽	thgu
天潢贵胄	thgv
躺好	thhk
糖盒	thhe
唐河	thhe
淌汗	thhj
堂皇	thhd
倘或	thho
退换货	thho
汤壶	thhu
躺会	thhv
糖厂	thih
汤匙	thii
镗床	thid
烫金	thjn
铁合金	thjn
钛合金	thjn
唐锦	thjn
汤剂	thji
糖精	thjy
糖浆	thjd
烫脚	thjc
堂姐	thjx
糖酒	thjq
汤加	thjw
特惠价	thjw
糖块	thky
塘口	thkb
堂口	thkb
太好了	thle
躺了	thle
烫了	thle
螳螂	thlh
谈婚论嫁	thlj
桃红柳绿	thll
汤料	thlc
糖料	thlc
土豪劣绅	thlu
糖葫芦	thlu
天花乱坠	thlv
糖类	thlz
挑花了眼	thly
汤面	thmm
堂妹	thmz
徒呼奈何	thnh
糖尿	thnc
头昏脑涨	thnv
汤盆	thpf
汤盘	thpj
躺平	thpy
烫平	thpy
通货膨胀	thpv
唐人	thrf
糖人	thrf
倘若	thro
铁汉柔情	thrq
倘如	thru
谈何容易	thry
痛何如哉	thrz
投怀送抱	thsb
谈虎色变	thsb
堂嫂	thsk
搪塞	thse
唐僧	thsg
烫死	thsi
糖酸	thsr
唐宋	thss
堂堂	thth
汤团	thtr
唐突	thtu
拖后腿	thtv
烫头	thtb
烫伤	thuh
唐诗	thui
倘使	thui
唐山	thuj
太行山	thuj
糖水	thuv
同花顺	thup
烫手	thub
躺着	thve
拓荒者	thve
汤汁	thvi
糖纸	thvi
唐装	thvd
堂主	thvu
挺好玩的	thwd
唐王	thwh
汤碗	thwj
太好玩了	thwl
躺卧	thwo
堂屋	thwu
溏心	thxn
堂兄	thxs
躺下	thxw
唐寅	thyn
汤阴	thyn
挺好用的	thyd
糖业	thye
同行业	thye
铁画银钩	thyg
头昏眼花	thyh
躺椅	thyi
塘堰	thyj
太好用了	thyl
汤圆	thyr
桃花源	thyr
挺好用	thys
昙花一现	thyx
桃花运	thyp
倘有	thyb
躺在	thzl
堂子	thzi
烫嘴	thzv
提案	tian
提拔	tiba
题跋	tiba
提包	tibk
蹄膀	tibh
题榜	tibh
提笔	tibi
替班	tibj
脱产班	tibj
替补	tibu
提不	tibu
推崇备至	tibv
体操	tick
题材	ticl
体裁	ticl
体彩	ticl
题词	tici
梯次	tici
踢打	tida
天差地别	tidb
提兜	tidb
提到	tidk
同仇敌忾	tidk
替代	tidl
提档	tidh
天长地久	tidj
提单	tidj
提点	tidm
踢掉	tidc
提调	tidc
梯度	tidu
提督	tidu
梯队	tidv
天差地远	tidy
体罚	tifa
提法	tifa
统筹法	tifa
体肤	tifu
提高	tigk
体格	tige
提纲	tigh
提干	tigj
体感	tigj
提过	tigo
踢馆	tigr
提供	tigs
同床共枕	tigv
提给	tigz
突出贡献	tigx
提行	tihh
提货	tiho
替换	tihr
鹈鹕	tihu
体会	tihv
踢回	tihv
提花	tihw
提婚	tihp
体察	tiia
提成	tiig
提倡	tiih
停车场	tiih
提出	tiiu
剔除	tiiu
剔出	tiiu
铁杵成针	tiiv
推陈出新	tiix
提纯	tiip
蹄筋	tijn
统筹兼顾	tijg
偷尝禁果	tijg
退出江湖	tijh
体积	tiji
提及	tiji
梯级	tiji
提级	tiji
题记	tiji
同场竞技	tijj
太差劲了	tijl
体检	tijm
提交	tijc
题解	tijx
提价	tijw
替考	tikk
踢开	tikl
题库	tiku
啼哭	tiku
提拉	tila
踢了	tile
太差了	tile
提了	tile
体力	tili
体例	tili
提炼	tilm
提留	tilq
体貌	timk
提名	timy
题名	timy
体面	timm
题目	timu
铁杵磨成针	timv
体能	ting
